customerid,age,salary,balance,marital,jobedu,targeted,default,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,response
10781,50,55000,1098,married,"retired,primary",yes,no,no,no,unknown,17,"jun, 2017",168 sec,1,-1,0,unknown,no
10782,59,55000,0,married,"retired,primary",yes,no,no,no,unknown,17,"jun, 2017",192 sec,1,-1,0,unknown,no
10783,39,20000,123,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",110 sec,1,-1,0,unknown,no
10784,50,55000,0,married,"retired,secondary",yes,no,yes,yes,unknown,17,"jun, 2017",328 sec,3,-1,0,unknown,no
10785,38,60000,2496,single,"technician,tertiary",no,no,no,no,unknown,17,"jun, 2017",193 sec,1,-1,0,unknown,no
10786,52,60000,562,married,"technician,unknown",no,no,no,no,unknown,17,"jun, 2017",187 sec,1,-1,0,unknown,no
10787,43,16000,103,single,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",198 sec,1,-1,0,unknown,no
10788,35,70000,361,single,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",256 sec,1,-1,0,unknown,no
10789,41,60000,1385,married,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",145 sec,1,-1,0,unknown,no
10790,41,100000,676,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",78 sec,1,-1,0,unknown,no
10791,37,20000,426,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",285 sec,1,-1,0,unknown,no
10792,41,60000,130,married,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",160 sec,3,-1,0,unknown,no
10793,60,100000,0,married,"management,primary",yes,no,no,no,unknown,17,"jun, 2017",442 sec,1,-1,0,unknown,no
10794,48,50000,-58,single,"admin.,secondary",yes,no,no,no,unknown,17,"jun, 2017",123 sec,1,-1,0,unknown,no
10795,55,60000,2512,married,"technician,tertiary",yes,no,yes,no,unknown,17,"jun, 2017",166 sec,1,-1,0,unknown,no
10796,61,55000,296,married,"retired,secondary",yes,no,no,no,unknown,17,"jun, 2017",18 sec,1,-1,0,unknown,no
10797,54,20000,6622,single,"blue-collar,unknown",no,no,no,no,unknown,17,"jun, 2017",83 sec,1,-1,0,unknown,no
10798,49,100000,391,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",128 sec,1,-1,0,unknown,no
10799,39,20000,1564,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",57 sec,1,-1,0,unknown,no
10800,48,20000,1670,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",145 sec,1,-1,0,unknown,no
10801,42,120000,1654,married,"entrepreneur,tertiary",yes,no,no,no,unknown,17,"jun, 2017",116 sec,1,-1,0,unknown,no
10802,37,60000,984,single,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",475 sec,1,-1,0,unknown,no
10803,47,8000,3287,married,"unemployed,secondary",yes,no,yes,yes,unknown,17,"jun, 2017",126 sec,1,-1,0,unknown,no
10804,50,50000,-437,married,"admin.,secondary",yes,yes,yes,yes,unknown,17,"jun, 2017",83 sec,1,-1,0,unknown,no
10805,49,70000,494,married,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",196 sec,4,-1,0,unknown,no
10806,41,100000,1234,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",68 sec,1,-1,0,unknown,no
10807,48,50000,1078,single,"admin.,primary",yes,no,no,no,unknown,17,"jun, 2017",75 sec,1,-1,0,unknown,no
10808,35,20000,402,married,"blue-collar,secondary",yes,no,no,yes,unknown,17,"jun, 2017",123 sec,1,-1,0,unknown,no
10809,55,100000,854,single,"management,tertiary",no,no,yes,yes,unknown,17,"jun, 2017",98 sec,4,-1,0,unknown,no
10810,43,100000,438,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",355 sec,2,-1,0,unknown,no
10811,53,55000,1296,married,"retired,secondary",yes,no,yes,no,unknown,17,"jun, 2017",115 sec,1,-1,0,unknown,no
10812,39,50000,1891,married,"admin.,secondary",yes,no,no,no,unknown,17,"jun, 2017",147 sec,1,-1,0,unknown,no
10813,57,55000,7938,married,"retired,primary",yes,no,no,no,unknown,17,"jun, 2017",133 sec,1,-1,0,unknown,no
10814,34,20000,2040,single,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",509 sec,4,-1,0,unknown,no
10815,52,120000,2138,married,"entrepreneur,primary",yes,no,no,no,unknown,17,"jun, 2017",134 sec,1,-1,0,unknown,no
10816,60,20000,686,married,"blue-collar,primary",yes,no,yes,no,unknown,17,"jun, 2017",147 sec,2,-1,0,unknown,no
10817,57,55000,5799,married,"retired,primary",yes,no,no,no,unknown,17,"jun, 2017",97 sec,1,-1,0,unknown,no
10818,36,50000,810,single,"admin.,secondary",yes,no,yes,no,unknown,17,"jun, 2017",296 sec,1,-1,0,unknown,no
10819,42,120000,1068,married,"entrepreneur,tertiary",yes,no,yes,no,unknown,17,"jun, 2017",70 sec,8,-1,0,unknown,no
10820,37,70000,3,single,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",527 sec,1,-1,0,unknown,no
10821,55,16000,2014,divorced,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",156 sec,2,-1,0,unknown,no
10822,36,60000,652,single,"self-employed,secondary",yes,no,no,no,unknown,17,"jun, 2017",187 sec,1,-1,0,unknown,no
10823,50,20000,2190,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",269 sec,1,-1,0,unknown,no
10824,45,55000,1735,divorced,"retired,secondary",yes,no,no,yes,unknown,17,"jun, 2017",306 sec,1,-1,0,unknown,no
10825,47,100000,2892,married,"management,secondary",yes,no,no,no,unknown,17,"jun, 2017",556 sec,1,-1,0,unknown,yes
10826,43,100000,439,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",71 sec,1,-1,0,unknown,no
10827,39,60000,4722,married,"self-employed,secondary",yes,no,yes,no,unknown,17,"jun, 2017",483 sec,1,-1,0,unknown,no
10828,45,100000,451,single,"management,tertiary",no,no,no,no,unknown,17,"jun, 2017",881 sec,1,-1,0,unknown,no
10829,59,55000,2516,divorced,"retired,primary",yes,no,no,no,unknown,17,"jun, 2017",404 sec,1,-1,0,unknown,no
10830,46,16000,2291,divorced,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",218 sec,1,-1,0,unknown,no
10831,48,100000,2837,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",69 sec,1,-1,0,unknown,no
10832,59,16000,0,divorced,"housemaid,secondary",yes,no,no,no,unknown,17,"jun, 2017",98 sec,1,-1,0,unknown,no
10833,36,20000,7265,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",243 sec,1,-1,0,unknown,no
10834,44,20000,-82,married,"blue-collar,primary",yes,no,no,yes,unknown,17,"jun, 2017",181 sec,1,-1,0,unknown,no
10835,45,20000,4696,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",99 sec,1,-1,0,unknown,no
10836,41,20000,475,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",139 sec,3,-1,0,unknown,no
10837,46,0,5837,married,"unknown,tertiary",yes,no,no,no,unknown,17,"jun, 2017",71 sec,1,-1,0,unknown,no
10838,35,60000,3,married,"technician,unknown",no,no,yes,yes,unknown,17,"jun, 2017",124 sec,23,-1,0,unknown,no
10839,48,60000,335,married,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",214 sec,3,-1,0,unknown,no
10840,60,55000,568,single,"retired,tertiary",no,no,no,no,unknown,17,"jun, 2017",81 sec,1,-1,0,unknown,no
10841,38,70000,175,married,"services,primary",yes,no,no,no,unknown,17,"jun, 2017",132 sec,2,-1,0,unknown,no
10842,49,55000,25824,single,"retired,primary",yes,no,no,no,unknown,17,"jun, 2017",94 sec,1,-1,0,unknown,no
10843,57,16000,1870,married,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",129 sec,1,-1,0,unknown,no
10844,44,16000,460,married,"housemaid,tertiary",yes,no,no,no,unknown,17,"jun, 2017",491 sec,1,-1,0,unknown,no
10845,55,100000,1446,married,"management,primary",yes,no,no,no,unknown,17,"jun, 2017",135 sec,1,-1,0,unknown,no
10846,46,16000,17,married,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",72 sec,1,-1,0,unknown,no
10847,55,20000,0,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",285 sec,1,-1,0,unknown,no
10848,47,20000,145,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",255 sec,1,-1,0,unknown,no
10849,38,20000,6091,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",189 sec,1,-1,0,unknown,no
10850,38,70000,250,married,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",72 sec,1,-1,0,unknown,no
10851,42,120000,231,single,"entrepreneur,tertiary",no,no,no,no,unknown,17,"jun, 2017",241 sec,1,-1,0,unknown,no
10852,45,20000,530,married,"blue-collar,secondary",yes,no,no,yes,unknown,17,"jun, 2017",705 sec,1,-1,0,unknown,no
10853,39,60000,1415,divorced,"self-employed,tertiary",no,no,no,no,unknown,17,"jun, 2017",134 sec,1,-1,0,unknown,no
10854,46,100000,5559,married,"management,secondary",yes,no,no,no,unknown,17,"jun, 2017",483 sec,1,-1,0,unknown,no
10855,36,20000,214,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",423 sec,1,-1,0,unknown,no
10856,53,16000,1238,single,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",23 sec,3,-1,0,unknown,no
10857,38,50000,505,married,"admin.,secondary",yes,no,yes,yes,unknown,17,"jun, 2017",48 sec,2,-1,0,unknown,no
10858,55,55000,925,divorced,"retired,primary",yes,no,no,no,unknown,17,"jun, 2017",254 sec,1,-1,0,unknown,no
10859,47,60000,431,divorced,"technician,secondary",yes,no,no,yes,unknown,17,"jun, 2017",388 sec,9,-1,0,unknown,no
10860,53,16000,1060,married,"housemaid,secondary",yes,no,no,no,unknown,17,"jun, 2017",107 sec,4,-1,0,unknown,no
10861,56,55000,4,divorced,"retired,secondary",yes,no,no,no,unknown,17,"jun, 2017",135 sec,1,-1,0,unknown,no
10862,37,60000,1116,single,"self-employed,tertiary",no,no,no,no,unknown,17,"jun, 2017",184 sec,1,-1,0,unknown,no
10863,42,70000,651,divorced,"services,unknown",no,no,no,no,unknown,17,"jun, 2017",61 sec,1,-1,0,unknown,no
10864,39,60000,2910,single,"technician,secondary",yes,no,yes,no,unknown,17,"jun, 2017",157 sec,5,-1,0,unknown,no
10865,58,20000,73,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",116 sec,1,-1,0,unknown,no
10866,56,20000,0,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",82 sec,2,-1,0,unknown,no
10867,51,16000,336,divorced,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",105 sec,1,-1,0,unknown,no
10868,47,0,1728,married,"unknown,unknown",no,no,no,no,unknown,17,"jun, 2017",98 sec,1,-1,0,unknown,no
10869,37,20000,5818,single,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",652 sec,2,-1,0,unknown,no
10870,58,60000,592,married,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",206 sec,1,-1,0,unknown,no
10871,59,60000,4322,married,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",174 sec,1,-1,0,unknown,no
10872,40,60000,0,divorced,"technician,tertiary",no,no,no,no,unknown,17,"jun, 2017",522 sec,1,-1,0,unknown,yes
10873,51,20000,1869,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",30 sec,3,-1,0,unknown,no
10874,50,100000,766,single,"management,primary",yes,no,no,no,unknown,17,"jun, 2017",174 sec,2,-1,0,unknown,no
10875,38,20000,5092,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",145 sec,6,-1,0,unknown,no
10876,55,20000,11,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",150 sec,2,-1,0,unknown,no
10877,48,100000,4961,divorced,"management,tertiary",no,no,yes,no,unknown,17,"jun, 2017",64 sec,1,-1,0,unknown,no
10878,38,20000,246,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",91 sec,2,-1,0,unknown,no
10879,40,50000,0,married,"admin.,primary",yes,no,yes,no,unknown,17,"jun, 2017",77 sec,1,-1,0,unknown,no
10880,40,50000,35,married,"admin.,secondary",yes,no,no,no,unknown,17,"jun, 2017",78 sec,1,-1,0,unknown,no
10881,58,20000,544,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",97 sec,1,-1,0,unknown,no
10882,39,100000,2043,married,"management,tertiary",yes,no,yes,no,unknown,17,"jun, 2017",85 sec,1,-1,0,unknown,no
10883,39,100000,1191,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",139 sec,1,-1,0,unknown,no
10884,43,120000,1756,divorced,"entrepreneur,tertiary",no,no,no,no,unknown,17,"jun, 2017",89 sec,1,-1,0,unknown,no
10885,38,20000,702,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",92 sec,2,-1,0,unknown,no
10886,36,20000,2491,single,"blue-collar,primary",yes,no,no,yes,unknown,17,"jun, 2017",168 sec,2,-1,0,unknown,no
10887,58,55000,0,divorced,"retired,secondary",yes,no,no,no,unknown,17,"jun, 2017",436 sec,5,-1,0,unknown,no
10888,53,20000,1653,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",88 sec,2,-1,0,unknown,no
10889,35,20000,507,single,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",43 sec,6,-1,0,unknown,no
10890,46,0,0,single,"unknown,secondary",yes,no,no,no,unknown,17,"jun, 2017",156 sec,4,-1,0,unknown,no
10891,42,20000,193,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",171 sec,1,-1,0,unknown,no
10892,52,70000,517,married,"services,secondary",yes,no,yes,no,unknown,17,"jun, 2017",180 sec,1,-1,0,unknown,no
10893,40,120000,780,married,"entrepreneur,secondary",yes,no,yes,no,unknown,17,"jun, 2017",163 sec,1,-1,0,unknown,no
10894,46,20000,1270,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",277 sec,1,-1,0,unknown,no
10895,51,20000,48,married,"blue-collar,primary",yes,no,no,yes,unknown,17,"jun, 2017",130 sec,1,-1,0,unknown,no
10896,48,20000,1562,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",50 sec,2,-1,0,unknown,no
10897,39,20000,679,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",341 sec,1,-1,0,unknown,no
10898,44,100000,1467,divorced,"management,tertiary",no,no,no,no,unknown,17,"jun, 2017",49 sec,1,-1,0,unknown,no
10899,44,20000,1678,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",120 sec,1,-1,0,unknown,no
10900,37,16000,942,married,"housemaid,secondary",yes,no,no,no,unknown,17,"jun, 2017",79 sec,1,-1,0,unknown,no
10901,45,20000,521,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",259 sec,3,-1,0,unknown,no
10902,44,100000,2276,married,"management,primary",yes,no,yes,no,unknown,17,"jun, 2017",321 sec,1,-1,0,unknown,no
10903,35,60000,5251,single,"technician,tertiary",no,no,yes,no,unknown,17,"jun, 2017",176 sec,15,-1,0,unknown,no
10904,53,60000,305,divorced,"technician,secondary",yes,no,no,yes,unknown,17,"jun, 2017",192 sec,1,-1,0,unknown,no
10905,45,16000,3,married,"housemaid,primary",yes,no,yes,yes,unknown,17,"jun, 2017",128 sec,1,-1,0,unknown,no
10906,35,50000,76,married,"admin.,secondary",yes,yes,no,yes,unknown,17,"jun, 2017",107 sec,1,-1,0,unknown,no
10907,37,16000,608,divorced,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",108 sec,1,-1,0,unknown,no
10908,36,100000,531,married,"management,tertiary",yes,no,yes,no,unknown,17,"jun, 2017",187 sec,2,-1,0,unknown,no
10909,39,20000,1522,single,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",164 sec,4,-1,0,unknown,no
10910,55,60000,39,married,"self-employed,secondary",yes,no,no,no,unknown,17,"jun, 2017",20 sec,1,-1,0,unknown,no
10911,38,20000,2641,divorced,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",67 sec,1,-1,0,unknown,no
10912,35,60000,1255,married,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",445 sec,2,-1,0,unknown,no
10913,37,20000,647,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",41 sec,1,-1,0,unknown,no
10914,36,100000,1989,married,"management,secondary",yes,no,no,no,unknown,17,"jun, 2017",344 sec,2,-1,0,unknown,no
10915,51,20000,886,divorced,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",167 sec,1,-1,0,unknown,no
10916,38,20000,18,single,"blue-collar,tertiary",no,no,no,no,unknown,17,"jun, 2017",605 sec,5,-1,0,unknown,no
10917,36,50000,1568,single,"admin.,tertiary",no,no,no,no,unknown,17,"jun, 2017",433 sec,2,-1,0,unknown,no
10918,51,16000,1382,married,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",226 sec,1,-1,0,unknown,no
10919,43,20000,103,married,"blue-collar,primary",yes,no,yes,no,unknown,17,"jun, 2017",179 sec,2,-1,0,unknown,no
10920,48,100000,1437,single,"management,tertiary",no,no,yes,yes,unknown,17,"jun, 2017",34 sec,2,-1,0,unknown,no
10921,45,16000,0,married,"housemaid,primary",yes,yes,no,yes,unknown,17,"jun, 2017",161 sec,1,-1,0,unknown,no
10922,46,70000,0,married,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",77 sec,5,-1,0,unknown,no
10923,42,20000,524,married,"blue-collar,unknown",no,no,no,no,unknown,17,"jun, 2017",220 sec,1,-1,0,unknown,no
10924,60,16000,352,married,"housemaid,primary",yes,no,no,yes,unknown,17,"jun, 2017",81 sec,2,-1,0,unknown,no
10925,56,100000,278,divorced,"management,secondary",yes,no,yes,no,unknown,17,"jun, 2017",269 sec,1,-1,0,unknown,no
10926,42,60000,753,married,"self-employed,tertiary",yes,no,no,no,unknown,17,"jun, 2017",31 sec,1,-1,0,unknown,no
10927,40,20000,-158,married,"blue-collar,primary",yes,no,yes,yes,unknown,17,"jun, 2017",59 sec,1,-1,0,unknown,no
10928,43,60000,104,married,"self-employed,secondary",yes,no,no,no,unknown,17,"jun, 2017",332 sec,1,-1,0,unknown,no
10929,39,100000,1103,single,"management,secondary",yes,no,no,no,unknown,17,"jun, 2017",24 sec,1,-1,0,unknown,no
10930,58,60000,671,married,"self-employed,primary",yes,no,yes,no,unknown,17,"jun, 2017",16 sec,3,-1,0,unknown,no
10931,38,8000,258,divorced,"unemployed,secondary",yes,no,no,no,unknown,17,"jun, 2017",88 sec,2,-1,0,unknown,no
10932,53,20000,1100,married,"blue-collar,primary",yes,no,yes,no,unknown,17,"jun, 2017",714 sec,2,-1,0,unknown,no
10933,46,20000,7,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",110 sec,2,-1,0,unknown,no
10934,54,55000,515,single,"retired,secondary",yes,no,yes,no,unknown,17,"jun, 2017",205 sec,1,-1,0,unknown,no
10935,44,20000,711,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",291 sec,1,-1,0,unknown,no
10936,48,70000,7434,married,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",986 sec,1,-1,0,unknown,no
10937,40,60000,1603,married,"self-employed,tertiary",yes,no,no,no,unknown,17,"jun, 2017",279 sec,1,-1,0,unknown,no
10938,33,60000,969,divorced,"self-employed,secondary",yes,no,yes,no,unknown,17,"jun, 2017",166 sec,2,-1,0,unknown,no
10939,36,50000,787,single,"admin.,secondary",yes,no,no,no,unknown,17,"jun, 2017",92 sec,1,-1,0,unknown,no
10940,49,55000,150,divorced,"retired,primary",yes,no,no,no,unknown,17,"jun, 2017",254 sec,1,-1,0,unknown,no
10941,32,70000,914,single,"services,secondary",yes,no,yes,no,unknown,17,"jun, 2017",236 sec,2,-1,0,unknown,no
10942,40,100000,752,married,"management,secondary",yes,no,no,yes,unknown,17,"jun, 2017",717 sec,1,-1,0,unknown,no
10943,36,20000,553,divorced,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",19 sec,4,-1,0,unknown,no
10944,37,120000,926,single,"entrepreneur,secondary",yes,no,no,no,unknown,17,"jun, 2017",93 sec,2,-1,0,unknown,no
10945,50,100000,557,married,"management,tertiary",yes,no,yes,no,unknown,17,"jun, 2017",200 sec,4,-1,0,unknown,no
10946,38,20000,5830,married,"blue-collar,unknown",no,no,no,no,unknown,17,"jun, 2017",176 sec,3,-1,0,unknown,no
10947,50,16000,6181,married,"housemaid,tertiary",yes,no,no,no,unknown,17,"jun, 2017",1162 sec,2,-1,0,unknown,no
10948,56,100000,4266,divorced,"management,tertiary",no,no,yes,no,unknown,17,"jun, 2017",490 sec,4,-1,0,unknown,yes
10949,38,60000,110,single,"technician,tertiary",no,no,no,no,unknown,17,"jun, 2017",1051 sec,3,-1,0,unknown,yes
10950,59,100000,0,divorced,"management,tertiary",no,no,no,no,unknown,17,"jun, 2017",437 sec,2,-1,0,unknown,no
10951,52,16000,334,divorced,"housemaid,secondary",yes,no,yes,no,unknown,17,"jun, 2017",422 sec,9,-1,0,unknown,no
10952,59,55000,3,married,"retired,secondary",yes,no,no,no,unknown,17,"jun, 2017",1199 sec,2,-1,0,unknown,no
10953,44,16000,3706,married,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",209 sec,3,-1,0,unknown,no
10954,55,120000,5838,married,"entrepreneur,secondary",yes,no,no,no,unknown,17,"jun, 2017",115 sec,2,-1,0,unknown,no
10955,37,8000,830,married,"unemployed,secondary",yes,no,no,no,unknown,17,"jun, 2017",292 sec,3,-1,0,unknown,no
10956,40,20000,-616,married,"blue-collar,primary",yes,no,yes,no,unknown,17,"jun, 2017",370 sec,2,-1,0,unknown,no
10957,44,60000,268,divorced,"technician,secondary",yes,no,no,no,unknown,17,"jun, 2017",108 sec,6,-1,0,unknown,no
10958,35,20000,53,married,"blue-collar,unknown",no,no,no,no,unknown,17,"jun, 2017",495 sec,2,-1,0,unknown,no
10959,59,55000,2703,married,"retired,secondary",yes,no,no,yes,unknown,17,"jun, 2017",249 sec,2,-1,0,unknown,no
10960,38,4000,3316,single,"student,tertiary",no,no,no,no,unknown,17,"jun, 2017",1345 sec,3,-1,0,unknown,yes
10961,41,20000,402,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",114 sec,17,-1,0,unknown,no
10962,50,20000,608,divorced,"blue-collar,primary",yes,no,yes,no,unknown,17,"jun, 2017",107 sec,4,-1,0,unknown,no
10963,46,120000,120,married,"entrepreneur,tertiary",yes,no,no,no,unknown,17,"jun, 2017",171 sec,4,-1,0,unknown,no
10964,41,70000,1483,married,"services,secondary",yes,no,yes,no,unknown,17,"jun, 2017",66 sec,4,-1,0,unknown,no
10965,57,120000,926,married,"entrepreneur,secondary",yes,no,no,no,unknown,17,"jun, 2017",447 sec,3,-1,0,unknown,no
10966,57,70000,2745,married,"services,secondary",yes,no,yes,no,unknown,17,"jun, 2017",167 sec,2,-1,0,unknown,no
10967,35,120000,-49,single,"entrepreneur,tertiary",no,no,no,no,unknown,17,"jun, 2017",668 sec,8,-1,0,unknown,no
10968,55,70000,752,married,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",204 sec,2,-1,0,unknown,no
10969,42,4000,2374,married,"student,unknown",no,no,no,no,unknown,17,"jun, 2017",158 sec,2,-1,0,unknown,no
10970,36,70000,99,single,"services,secondary",yes,no,no,no,unknown,17,"jun, 2017",256 sec,9,-1,0,unknown,no
10971,40,100000,106,married,"management,secondary",yes,no,no,no,unknown,17,"jun, 2017",676 sec,2,-1,0,unknown,yes
10972,36,60000,404,married,"technician,tertiary",yes,no,no,no,unknown,17,"jun, 2017",63 sec,2,-1,0,unknown,no
10973,39,20000,2239,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",133 sec,2,-1,0,unknown,no
10974,37,100000,1170,married,"management,tertiary",yes,no,no,yes,unknown,17,"jun, 2017",153 sec,3,-1,0,unknown,no
10975,38,100000,12877,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",118 sec,3,-1,0,unknown,no
10976,31,70000,440,married,"services,secondary",yes,no,yes,no,unknown,17,"jun, 2017",117 sec,3,-1,0,unknown,no
10977,40,20000,1318,married,"blue-collar,secondary",yes,no,yes,no,unknown,17,"jun, 2017",681 sec,2,-1,0,unknown,no
10978,36,120000,251,divorced,"entrepreneur,secondary",yes,no,no,no,unknown,17,"jun, 2017",59 sec,6,-1,0,unknown,no
10979,39,60000,1317,married,"self-employed,secondary",yes,no,no,no,unknown,17,"jun, 2017",42 sec,4,-1,0,unknown,no
10980,36,60000,4515,married,"self-employed,tertiary",yes,no,yes,no,unknown,17,"jun, 2017",408 sec,2,-1,0,unknown,no
10981,49,50000,652,married,"admin.,secondary",yes,no,no,yes,unknown,17,"jun, 2017",127 sec,2,-1,0,unknown,no
10982,48,50000,306,married,"admin.,secondary",yes,no,no,yes,unknown,17,"jun, 2017",314 sec,2,-1,0,unknown,no
10983,48,100000,720,divorced,"management,secondary",yes,no,yes,no,unknown,17,"jun, 2017",277 sec,2,-1,0,unknown,no
10984,40,16000,322,married,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",140 sec,2,-1,0,unknown,no
10985,30,70000,4471,married,"services,unknown",no,no,yes,no,unknown,17,"jun, 2017",424 sec,2,-1,0,unknown,no
10986,48,100000,6613,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",159 sec,3,-1,0,unknown,no
10987,39,20000,2303,married,"blue-collar,primary",yes,no,yes,no,unknown,17,"jun, 2017",775 sec,3,-1,0,unknown,yes
10988,44,20000,99,single,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",187 sec,7,-1,0,unknown,no
10989,34,60000,-269,single,"technician,secondary",yes,no,yes,no,unknown,17,"jun, 2017",102 sec,3,-1,0,unknown,no
10990,60,100000,3301,married,"management,tertiary",yes,no,no,no,unknown,17,"jun, 2017",2621 sec,3,-1,0,unknown,yes
10991,53,20000,354,single,"blue-collar,primary",yes,no,yes,no,unknown,17,"jun, 2017",96 sec,2,-1,0,unknown,no
10992,37,60000,556,single,"self-employed,tertiary",no,no,no,no,unknown,17,"jun, 2017",200 sec,2,-1,0,unknown,no
10993,56,120000,22946,divorced,"entrepreneur,tertiary",no,no,no,no,unknown,17,"jun, 2017",75 sec,3,-1,0,unknown,no
10994,32,70000,1364,single,"services,secondary",yes,no,yes,yes,unknown,17,"jun, 2017",85 sec,5,-1,0,unknown,no
10995,49,8000,4110,married,"unemployed,secondary",yes,no,no,no,unknown,17,"jun, 2017",50 sec,2,-1,0,unknown,no
10996,56,20000,2409,married,"blue-collar,secondary",yes,no,no,no,unknown,17,"jun, 2017",173 sec,2,-1,0,unknown,no
10997,47,50000,726,married,"admin.,secondary",yes,no,no,no,unknown,17,"jun, 2017",60 sec,3,-1,0,unknown,no
10998,48,60000,178,married,"technician,secondary",yes,no,yes,no,unknown,17,"jun, 2017",320 sec,4,-1,0,unknown,no
10999,38,20000,265,married,"blue-collar,primary",yes,no,no,no,unknown,17,"jun, 2017",854 sec,3,-1,0,unknown,no
11000,36,16000,758,married,"housemaid,primary",yes,no,no,no,unknown,17,"jun, 2017",236 sec,2,-1,0,unknown,no
